highest/JJS body/NN in/IN elected/VBN officials/NNS
carolina/NN chairman/NN in/IN our/PRP$ congressional/JJ
strong/JJ support/NN in/IN the/DT arts/NNS
oakland/NN one/CD in/IN the/DT cities/NNS
for/IN some/DT in/IN the/DT most/RBS
between/IN those/DT in/IN the/DT staff/NN
gone/VBN out/RP in/IN his/PRP$ way/NN
the/DT committee/NN in/IN appropriations/NNS once/RB
sense/NN out/IN in/IN the/DT budget/NN
a/DT success/NN in/IN the/DT work/NN
the/DT department/NN in/IN education/NN
the/DT history/NN in/IN our/PRP$ nation/NN
which/WDT means/VBZ in/IN debt/NN is/VBZ
billion/CD percent/NN in/IN our/PRP$ gdp/NN
the/DT allusion/NN in/IN cutting/VBG the/DT
should/MD be/VB in/IN great/JJ concern/NN
create/VB trillion/CD in/IN new/JJ debt/NN
the/DT opposite/NN in/IN what/WP is/VBZ
the/DT museum/NN in/IN modern/JJ art/NN
on/IN support/NN in/IN the/DT weinermccotter/NN
urge/VB all/DT in/IN my/PRP$ colleagues/NNS
all/DT types/NNS in/IN invasive/JJ species/NNS
to/TO focus/VB in/IN this/DT terrible/JJ
of/IN one/CD in/IN our/PRP$ beautiful/JJ
get/VB rid/JJ in/IN
the/DT passage/NN in/IN their/PRP$ massive/JJ
breaks/NNS most/RBS in/IN them/PRP for/IN
the/DT threat/NN in/IN pandemic/JJ influenza/NN
the/DT span/NN in/IN weeks/NNS the/DT
top/JJ percent/NN in/IN americans/NNS who/WP
not/RB stand/VB in/IN its/PRP$ own/JJ
ranking/JJ democrat/NN in/IN the/DT human/JJ
two/CD million/CD in/IN our/PRP$ nation/NN
is/VBZ going/VBG in/IN
a/DT return/NN in/IN nearly/RB eight/CD
than/IN onethird/NN in/IN the/DT world/NN
countries/NNS spend/VBP in/IN their/PRP$ annual/JJ
annual/JJ budgets/NNS in/IN repaying/VBG their/PRP$
they/PRP spend/VBP in/IN health/NN and/CC
police/NN officers/NNS in/IN the/DT street/NN
for/IN many/JJ in/IN the/DT over/JJ
veterans/NNS out/IN in/IN the/DT system/NN
republican/JJ leadership/NN in/IN this/DT congress/NN
cuts/NNS than/IN in/IN the/DT entire/JJ
and/CC exploration/NN in/IN natural/JJ gas/NN
the/DT coast/NN in/IN florida/NN
for/IN all/DT in/IN the/DT s/PRP
and/CC many/JJ in/IN my/PRP$ colleagues/NNS
expensive/JJ part/NN in/IN no/DT child/NN
the/DT requirement/NN in/IN a/DT law/NN
substantial/JJ retraining/VBG in/IN teachers/NNS the/DT
the/DT paying/VBG in/IN incentives/NNS for/IN
the/DT future/NN in/IN our/PRP$ young/JJ
the/DT ability/NN in/IN our/PRP$ school/NN
the/DT quality/NN in/IN our/PRP$ teachers/NNS
the/DT history/NN in/IN this/DT country/NN
and/CC demanded/VBD in/IN this/DT country/NN
most/RBS in/IN the/DT focus/NN
obviously/RB is/VBZ in/IN the/DT potential/JJ
and/CC impacts/NNS in/IN tourism/NN and/CC
support/NN many/JJ in/IN the/DT provisions/NNS
partial/JJ restoration/NN in/IN payasyougo/NN paygo/NN
certain/JJ parts/NNS in/IN the/DT budget/NN
upordown/JJ vote/NN in/IN debt/NN limit/NN
now/RB out/RP in/IN control/NN and/CC
another/DT sign/NN in/IN the/DT astonishing/JJ
projected/VBN surpluses/NNS in/IN trillion/CD
a/DT consequence/NN in/IN rising/VBG deficits/NNS
projected/VBN interest/NN in/IN our/PRP$ national/JJ
projected/VBN spending/NN in/IN education/NN public/JJ
our/PRP$ reliance/NN in/IN foreign/JJ borrowers/NNS
so/RB many/JJ in/IN our/PRP$ seniors/NNS
seniors/NNS out/RP in/IN poverty/NN and/CC
unfunded/JJ liability/NN in/IN trillion/CD both/DT
earliest/JJS stages/NNS in/IN learning/VBG
and/CC specifically/RB in/IN arts/NNS education/NN
cultural/JJ lives/NNS in/IN our/PRP$ citizens/NNS
as/RB full/JJ in/IN spirit/NN as/IN
the/DT month/NN in/IN may/MD and/CC
the/DT subcommittee/NN in/IN agriculture/NN rural/JJ
the/DT secretary/NN in/IN the/DT department/NN
the/DT department/NN in/IN agriculture/NN to/TO
to/TO cooperation/NN in/IN this/DT issue/NN
republican/JJ side/NN in/IN the/DT aisle/NN
overwhelming/JJ majorities/NNS in/IN democrats/NNS on/IN
the/DT number/NN in/IN substandard/JJ units/NNS
substandard/JJ units/NNS in/IN housing/NN of/IN
life/NN because/IN in/IN cdbg/NN allocations/NNS
some/DT in/IN them/PRP of/IN
the/DT lives/NNS in/IN the/DT kids/NNS
any/DT one/CD in/IN their/PRP$ teachers/NNS
the/DT results/NNS in/IN these/DT programs/NNS
red/JJ line/NN in/IN the/DT total/JJ
to/TO focus/VB in/IN results/NNS on/IN
budget/NN any/DT in/IN what/WP the/DT
the/DT needs/NNS in/IN our/PRP$ country/NN
to/TO some/DT in/IN the/DT characterizations/NNS
disagree/VBP with/IN in/IN the/DT budget/NN
on/IN working/VBG in/IN these/DT budgets/NNS
very/RB easily/RB in/IN the/DT floor/NN
the/DT quiet/JJ in/IN their/PRP$ closed/JJ
chairman/NN cents/NNS in/IN every/DT dollar/NN
the/DT concern/NN in/IN education/NN the/DT
the/DT concern/NN in/IN homeland/NN security/NN
the/DT concern/NN in/IN national/JJ defense/NN
the/DT concern/NN in/IN job/NN training/NN
the/DT concern/NN in/IN our/PRP$ environment/NN
the/DT concern/NN in/IN transportation/NN the/DT
the/DT next/JJ in/IN spending/VBG more/JJR
of/IN charge/NN in/IN the/DT budget/NN
almost/RB twothirds/NNS in/IN the/DT budget/NN
all/DT sorts/NNS in/IN discussion/NN today/NN
the/DT committees/NNS in/IN jurisdiction/NN on/IN
the/DT committee/NN in/IN energy/NN and/CC
are/VBP going/VBG in/IN at/IN the/DT
a/DT couple/NN in/IN states/NNS on/IN
a/DT result/NN in/IN this/DT they/PRP
the/DT opportunity/NN in/IN a/DT debtfree/JJ
is/VBZ because/RB in/IN my/PRP$ responsibility/NN
the/DT support/NN in/IN our/PRP$ leadership/NN
the/DT support/NN in/IN our/PRP$ chairman/NN
the/DT president/NN in/IN the/DT united/VBN
spending/NN work/NN in/IN the/DT entitlement/NN
the/DT force/NN in/IN law/NN with/IN
a/DT lot/NN in/IN credit/NN to/TO
the/DT rest/NN in/IN the/DT year/NN
so/RB instead/RB in/IN coming/VBG down/RB
well/RB first/RB in/IN all/DT let/VB
the/DT rate/NN in/IN growth/NN that/IN
just/RB say/VB in/IN behalf/NN in/IN
in/IN behalf/NN in/IN our/PRP$ side/NN
who/WP go/VBP in/IN to/TO bigger/JJR
the/DT results/NNS in/IN the/DT programs/NNS
the/DT place/NN in/IN communities/NNS of/IN
this/DT well/RB in/IN the/DT house/NN
prohibits/VBZ consideration/NN in/IN bills/NNS on/IN
on/IN excess/NN in/IN an/DT appropriations/NNS
the/DT department/NN in/IN the/DT interior/NN
s/VBZ request/NN in/IN million/CD
carries/VBZ hundreds/NNS in/IN millions/NNS on/IN
admirable/JJ pace/NN in/IN bringing/VBG bills/NNS
the/DT use/NN in/IN oneyear/JJ savers/NNS
unobligated/JJ balances/NNS in/IN the/DT special/JJ
the/DT completion/NN in/IN the/DT national/JJ
the/DT university/NN in/IN northern/JJ iowa/NN
on/IN excess/NN in/IN if/IN not/RB
on/IN excess/NN in/IN if/IN not/RB
enactment/NN in/IN measures/NNS that/WDT
enactment/NN in/IN measures/NNS resulting/VBG
on/IN section/NN in/IN the/DT congressional/JJ
prevention/NN act/NN in/IN s/PRP
the/DT effects/NNS in/IN the/DT actions/NNS
current/JJ levels/NNS in/IN total/JJ budget/NN
the/DT statement/NN in/IN managers/NNS or/CC
aggregate/JJ amount/NN in/IN such/JJ appropriations/NNS
enactment/NN in/IN measures/NNS providing/VBG
of/IN excess/NN in/IN if/IN not/RB
enactment/NN in/IN measures/NNS providing/VBG
on/IN excess/NN in/IN if/IN not/RB
of/IN excess/NN in/IN if/IN not/RB
of/IN excess/NN in/IN if/IN not/RB
on/IN section/NN in/IN the/DT congressional/JJ
prevention/NN act/NN in/IN s/PRP
current/JJ levels/NNS in/IN total/JJ budget/NN
enactment/NN in/IN measures/NNS providing/VBG
enactment/NN in/IN measures/NNS providing/VBG
enactment/NN in/IN measures/NNS resulting/VBG
of/IN aid/NN in/IN section/NN ofthe/NN
extension/NN act/NN in/IN part/NN iv/VBP
democracy/NN act/NN in/IN public/JJ law/NN
policy/NN act/NN in/IN public/JJ law/NN
the/DT consequences/NNS in/IN hurricane/NN katrina/NNS
the/DT effects/NNS in/IN the/DT actions/NNS
a/DT point/NN in/IN order/NN against/IN
the/DT statement/NN in/IN managers/NNS or/CC
aggregate/JJ amount/NN in/IN such/JJ appropriations/NNS
of/IN excess/NN in/IN if/IN not/RB
of/IN excess/NN in/IN if/IN not/RB
enactment/NN in/IN measures/NNS that/WDT
on/IN excess/NN in/IN if/IN not/RB
the/DT period/NN in/IN fiscal/JJ years/NNS
on/IN excess/NN in/IN if/IN not/RB
current/JJ levels/NNS in/IN total/JJ budget/NN
enforce/VB section/NN in/IN the/DT budget/NN
a/DT point/NN in/IN order/NN against/IN
the/DT statement/NN in/IN managers/NNS or/CC
aggregate/JJ amount/NN in/IN such/JJ appropriations/NNS
of/IN excess/NN in/IN if/IN not/RB
of/IN excess/NN in/IN if/IN not/RB
enactment/NN in/IN measures/NNS resulting/VBG
the/DT period/NN in/IN fiscal/JJ years/NNS
on/IN excess/NN in/IN if/IN not/RB
the/DT effects/NNS in/IN the/DT actions/NNS
direct/JJ result/NN in/IN the/DT republican/JJ
a/DT vote/NN in/IN to/TO to/TO
the/DT result/NN in/IN that/DT vote/NN
billion/CD worth/JJ in/IN needs/NNS at/IN
s/VBZ creek/NN in/IN the/DT property/NN
the/DT area/NN in/IN clean/JJ water/NN
on/IN terms/NNS in/IN cleaning/VBG up/RP
senate/NN percent/NN in/IN the/DT money/NN
on/IN sincerity/NN in/IN this/DT issue/NN
taken/VBN place/NN in/IN the/DT floor/NN
a/DT number/NN in/IN areas/NNS
than/IN percent/NN in/IN the/DT households/NNS
history/NN outside/IN in/IN the/DT home/NN
the/DT rules/NNS in/IN the/DT house/NN
the/DT guts/NNS in/IN the/DT federal/JJ
that/IN regardless/RB in/IN one/CD s/VBZ
the/DT department/NN in/IN labor/NN funding/NN
about/RB percent/NN in/IN physicians/NNS on/IN
coming/VBG out/RP in/IN nih/NN than/IN
can/MD deliver/VB in/IN its/PRP$ plus/CC
double/JJ whammy/NN in/IN the/DT most/RBS
far/RB short/JJ in/IN our/PRP$ responsibilities/NNS
social/JJ needs/NNS in/IN this/DT country/NN
are/VBP focused/VBN in/IN the/DT needs/NNS
welloff/JJ percent/NN in/IN people/NNS of/IN
of/IN hopes/NNS in/IN picking/VBG up/RP
but/CC outside/NN in/IN that/IN the/DT
sets/VBZ us/PRP in/IN a/DT course/NN
billion/CD out/RP in/IN child/NN support/NN
the/DT date/NN in/IN application/NN
weeks/NNS ago/RB in/IN this/DT floor/NN
top/JJ percent/NN in/IN earners/NNS and/CC
virtually/RB all/DT in/IN it/PRP by/IN
will/MD speak/VB in/IN the/DT floor/NN
reconsider/VB some/DT in/IN the/DT mistakes/NNS
be/VB voted/VBN in/IN later/JJ today/NN
a/DT bit/NN in/IN discrepancy/NN here/RB
of/IN support/NN in/IN this/DT amendment/NN
greatest/JJS responsibilities/NNS in/IN representing/VBG idaho/NN
taxes/NNS provide/VBP in/IN the/DT local/JJ
the/DT honor/NN in/IN having/VBG so/RB
the/DT mainstream/NN in/IN america/NN
an/DT increase/NN in/IN billion/CD dollars/NNS
both/DT sides/NNS in/IN the/DT aisle/NN
a/DT lot/NN in/IN expression/NN on/IN
strict/JJ interpretation/NN in/IN the/DT constitution/NN
many/JJ members/NNS in/IN congress/NN if/IN
a/DT crisis/NN in/IN our/PRP$ personal/JJ
the/DT notion/NN in/IN faith/NN of/IN
on/IN terms/NNS in/IN our/PRP$ priorities/NNS
all/DT points/NNS in/IN view/NN
ranking/JJ member/NN in/IN the/DT committee/NN
my/PRP$ colleagues/NNS in/IN billion/CD for/IN
the/DT month/NN in/IN February/NNP a/DT
a/DT war/NN in/IN choice/NN of/IN
ink/NN because/IN in/IN republican/JJ budget/NN
be/VB plenty/RB in/IN money/NN to/TO
how/WRB in/IN earth/NN are/VBP
gone/VBN broke/VBD in/IN the/DT other/JJ
the/DT leaders/NNS in/IN five/CD protestant/JJ
wide/JJ range/NN in/IN valuable/JJ programs/NNS
prime/JJ example/NN in/IN what/WP s/VBZ
about/IN percent/NN in/IN water/NN bodies/NNS
the/DT clock/NN in/IN clean/JJ water/NN
the/DT practice/NN in/IN allowing/VBG some/DT
a/DT man/NN in/IN principle/NN and/CC
a/DT man/NN in/IN personal/JJ courage/NN
the/DT department/NN in/IN education/NN which/WDT
the/DT rate/NN in/IN even/RB military/JJ
reform/NN point/NN in/IN order/NN protection/NN
largest/JJS category/NN in/IN federal/JJ spending/NN
a/DT series/NN in/IN budget/NN process/NN
spending/NN branch/NN in/IN government/NN is/VBZ
but/CC because/IN in/IN this/DT congress/NN
many/JJ members/NNS in/IN this/DT congress/NN
subleasing/VBG lands/NNS in/IN the/DT outer/JJ
the/DT view/NN in/IN many/JJ because/IN
and/CC none/NN in/IN the/DT runup/NN
natural/JJ gas/NN in/IN them/PRP have/VBP
jobs/NNS some/DT in/IN the/DT best/JJS
this/DT part/NN in/IN congress/NN
total/JJ amount/NN in/IN funding/NN for/IN
is/VBZ capable/JJ in/IN causing/VBG disease/NN
the/DT discovery/NN in/IN plum/NN pox/NN
on/IN September/NNP in/IN a/DT survey/NN
three/CD years/NNS in/IN negative/JJ data/NNS
the/DT rescinding/VBG in/IN those/DT quarantines/NNS
the/DT status/NN in/IN the/DT virus/NN
of/IN light/NN in/IN that/DT effort/NN
and/CC here/RB in/IN the/DT floor/NN
the/DT concerns/NNS in/IN so/RB many/JJ
so/RB many/JJ in/IN us/PRP of/IN
the/DT strength/NN in/IN our/PRP$ country/NN
appropriate/JJ statement/NN in/IN who/WP we/PRP
content/JJ focusing/VBG in/IN american/JJ history/NN
is/VBZ invoked/VBN in/IN a/DT regular/JJ
because/IN onetenth/NN in/IN percent/NN on/IN
spending/NN history/NN in/IN this/DT house/NN
long/JJ process/NN in/IN making/VBG tough/JJ
the/DT kinds/NNS in/IN choices/NNS made/VBN
this/DT clash/NN in/IN growing/VBG needs/NNS
large/JJ inventory/NN in/IN high/JJ priority/NN
the/DT tables/NNS in/IN countries/NNS around/IN
an/DT overpopulation/NN in/IN horses/NNS as/IN
a/DT lot/NN in/IN sense/NN if/IN
a/DT lot/NN in/IN sense/NN to/TO
about/IN all/DT in/IN its/PRP$ people/NNS
to/TO place/VB in/IN them/PRP that/IN
the/DT world/NN in/IN tomorrow/NN
the/DT case/NN in/IN my/PRP$ state/NN
step/NN forward/RB in/IN head/NN start/NN
the/DT compassion/NN in/IN america/NN
the/DT amount/NN in/IN money/NN going/VBG
the/DT concerns/NNS in/IN the/DT people/NNS
that/IN all/DT in/IN us/PRP have/VBP
that/DT kind/NN in/IN a/DT commitment/NN
the/DT world/NN in/IN tomorrow/NN for/IN
longer/JJR period/NN in/IN time/NN that/WDT
of/IN terms/NNS in/IN caring/VBG about/IN
and/CC those/DT in/IN you/PRP who/WP
the/DT administration/NN in/IN these/DT programs/NNS
many/JJ billions/NNS in/IN dollars/NNS to/TO
of/IN areas/NNS in/IN severe/JJ weather/NN
the/DT problems/NNS in/IN excessive/JJ fuel/NN
the/DT compassion/NN in/IN the/DT people/NNS
the/DT people/NNS in/IN this/DT nation/NN
complete/JJ table/NN in/IN all/DT the/DT
record/NN as/IN in/IN November/NNP and/CC
for/IN those/DT in/IN my/PRP$ colleagues/NNS
are/VBP aware/JJ in/IN the/DT difficult/JJ
of/IN light/NN in/IN our/PRP$ budget/NN
the/DT department/NN in/IN labor/NN we/PRP
than/IN provisions/NNS in/IN the/DT medicare/NN
on/IN terms/NNS in/IN earmarks/NNS a/DT
and/CC half/NN in/IN that/DT would/MD
the/DT total/NN in/IN this/DT bill/NN
the/DT form/NN in/IN cdc/NN checking/VBG
of/IN and/CC in/IN about/IN the/DT
of/IN terms/NNS in/IN helping/VBG people/NNS
the/DT members/NNS in/IN this/DT body/NN
the/DT compassion/NN in/IN the/DT american/JJ
my/PRP$ colleagues/NNS in/IN the/DT other/JJ
other/JJ side/NN in/IN the/DT aisle/NN
on/IN terms/NNS in/IN prescription/NN drugs/NNS
funded/VBN out/RP in/IN nih/NN
the/DT way/NN in/IN service/NN as/IN
other/JJ side/NN in/IN the/DT aisle/NN
is/VBZ one/CD in/IN my/PRP$ top/JJ
the/DT office/NN in/IN rural/JJ health/NN
the/DT multitude/NN in/IN challenges/NNS and/CC
my/PRP$ colleagues/NNS in/IN our/PRP$ side/NN
our/PRP$ side/NN in/IN the/DT aisle/NN
our/PRP$ friends/NNS in/IN the/DT minority/NN
the/DT families/NNS in/IN special/JJ needs/NNS
billion/CD worth/NN in/IN earmarks/NNS of/IN
that/IN all/DT in/IN us/PRP are/VBP
the/DT needs/NNS in/IN the/DT american/JJ
frontrow/NN seat/NN in/IN the/DT education/NN
education/NN bus/NN in/IN the/DT health/NN
research/NN bus/NN in/IN the/DT labor/NN
my/PRP$ colleagues/NNS in/IN the/DT majority/NN
a/DT pat/NN in/IN the/DT back/NN
this/DT piece/NN in/IN legislation/NN together/RB
or/CC product/NN in/IN usa/NN raley/NN
the/DT knowledge/NN in/IN what/WP is/VBZ
on/IN front/NN in/IN them/PRP so/IN
the/DT people/NNS in/IN america/NN want/VBP
the/DT proponents/NNS in/IN the/DT amendment/NN
of/IN favor/NN in/IN my/PRP$ amendment/NN
any/DT knowledge/NN in/IN where/WRB they/PRP
in/IN December/NNP when/WRB
the/DT state/NN in/IN washington/NN that/WDT
hours/NNS for/IN in/IN our/PRP$ trading/NN
done/VBN but/CC in/IN may/MD as/RB
the/DT operation/NN in/IN the/DT family/NN
congressional/JJ district/NN in/IN el/NN paso/NN
the/DT efforts/NNS in/IN mr/NN butterfield/NN
conference/NN report/NN in/IN hr/NN
a/DT lack/NN in/IN respect/NN or/CC
the/DT efforts/NNS in/IN ralph/NN regula/NN
the/DT prevention/NN in/IN birth/NN defects/NNS
encouraging/JJ women/NNS in/IN childbearing/VBG age/NN
the/DT rate/NN in/IN neural/JJ tube/NN
the/DT needs/NNS in/IN all/DT our/PRP$
on/IN life/NN in/IN the/DT american/JJ
the/DT needs/NNS in/IN the/DT most/RBS
direct/JJ result/NN in/IN his/PRP$ own/JJ
rare/JJ show/NN in/IN bipartisanship/NN
little/JJ impact/NN in/IN rectifying/VBG the/DT
the/DT department/NN in/IN health/NN and/CC
a/DT member/NN in/IN both/DT the/DT
on/IN support/NN in/IN both/DT the/DT
on/IN all/DT in/IN the/DT members/NNS
the/DT members/NNS in/IN this/DT house/NN
the/DT needs/NNS in/IN america/NN and/CC
the/DT components/NNS in/IN the/DT president/NN
of/IN support/NN in/IN the/DT cbc/NN
republican/JJ budget/NN in/IN mass/NN destruction/NN
and/CC values/NNS in/IN our/PRP$ nation/NN
the/DT majority/NN in/IN americans/NNS of/IN
that/DT state/NN in/IN illinois/NN we/PRP
my/PRP$ state/NN in/IN illinois/NN medicaid/NN
covers/VBZ percent/NN in/IN all/DT births/NNS
births/NNS percent/NN in/IN all/DT children/NNS
and/CC percent/NN in/IN all/DT nursing/NN
the/DT leadership/NN in/IN our/PRP$ governor/NN
on/IN face/NN in/IN a/DT growing/VBG
a/DT total/NN in/IN a/DT billion/CD
the/DT intention/NN in/IN closing/VBG achievement/NN
millions/NNS in/IN atrisk/NN students/NNS
national/JJ institute/NN in/IN standards/NNS and/CC
a/DT priority/NN in/IN the/DT cbc/NN
a/DT portion/NN in/IN these/DT funds/NNS
and/CC maintenance/NN in/IN our/PRP$ navy/NN
the/DT remainder/NN in/IN these/DT funds/NNS
substantial/JJ portion/NN in/IN which/WDT is/VBZ
heard/VBN all/DT in/IN this/DT about/IN
in/IN behalf/NN in/IN
in/IN behalf/NN in/IN the/DT congressional/JJ
billion/CD out/RP in/IN the/DT general/JJ
the/DT cost/NN in/IN the/DT ballistic/JJ
all/DT in/IN the/DT funds/NNS
the/DT improvement/NN in/IN education/NN lt/FW
gt/NN office/NN in/IN minority/NN health/NN
gt/NN department/NN in/IN justice/NN prisoner/NN
gt/NN buildingmaintenance/NN in/IN navy/NN ships/NNS
any/DT chance/NN in/IN pollution/NN must/MD
the/DT drafting/VBG in/IN lt/NN center/NN
of/IN support/NN in/IN the/DT alternative/JJ
on/IN light/NN in/IN the/DT fact/NN
resolution/NN calls/VBZ in/IN the/DT congress/NN
both/DT sides/NNS in/IN the/DT aisle/NN
a/DT matter/NN in/IN fact/NN during/IN
the/DT hands/NNS in/IN terrorists/NNS is/VBZ
the/DT will/NN in/IN this/DT great/JJ
the/DT form/NN in/IN tax/NN receipts/NNS
an/DT increase/NN in/IN million/CD for/IN
than/IN percent/NN in/IN our/PRP$ congressional/JJ
the/DT growth/NN in/IN innumerable/JJ small/JJ
a/DT rate/NN in/IN percent/NN the/DT
a/DT rate/NN in/IN percent/NN
a/DT time/NN in/IN tight/JJ budgets/NNS
the/DT committee/NN in/IN appropriations/NNS has/VBZ
s/VBZ request/NN in/IN national/JJ parks/NNS
are/VBP fighting/VBG in/IN so/RB many/JJ
the/DT legacy/NN in/IN america/NN s/VBZ
a/DT surplus/NN in/IN billion/CD on/IN
it/PRP out/RP in/IN other/JJ student/NN
is/VBZ one/CD in/IN those/DT things/NNS
as/IN deserving/JJ in/IN additional/JJ funding/NN
as/IN part/NN in/IN the/DT bush/JJ
monumental/JJ surplus/NN in/IN billion/CD of/IN
the/DT problem/NN in/IN the/DT bottom/JJ
in/IN the/DT spending/NN
spending/NN side/NN in/IN the/DT ledger/NN
year/NN period/NN in/IN time/NN that/IN
a/DT cut/NN in/IN that/DT magnitude/NN
the/DT kind/NN in/IN deficit/NN financing/NN
straight/JJ years/NNS in/IN fiscal/JJ discipline/NN
a/DT surplus/NN in/IN billion/CD
the/DT cost/NN in/IN capital/NN and/CC
a/DT period/NN in/IN about/IN years/NNS
debt/NN ceiling/NN in/IN the/DT united/VBN
the/DT kind/NN in/IN current/JJ account/NN
the/DT kind/NN in/IN budget/NN deficit/NN
the/DT effects/NNS in/IN it/PRP
the/DT adoption/NN in/IN a/DT resolution/NN
unique/JJ needs/NNS in/IN distressed/JJ areas/NNS
billion/CD percent/NN in/IN gdp/NN of/IN
the/DT settlement/NN in/IN the/DT budget/NN
budget/NN agreement/NN in/IN and/CC laid/VBD
the/DT well/NN in/IN this/DT house/NN
the/DT surpluses/NNS in/IN trillion/CD failed/VBD
of/IN and/CC in/IN and/CC of/IN
on/IN years/NNS in/IN numbers/NNS
the/DT billion/CD in/IN reconciliation/NN is/VBZ
truth/NN none/NN in/IN the/DT billion/CD
instead/RB in/IN using/VBG these/DT
a/DT copy/NN in/IN the/DT cbo/NN
other/JJ side/NN in/IN the/DT aisle/NN
the/DT budget/NN in/IN a/DT blue/JJ
the/DT face/NN in/IN our/PRP$ objections/NNS
a/DT matter/NN in/IN law/NN analysis/NN
has/VBZ one/CD in/IN these/DT on/IN
additional/JJ debt/NN in/IN the/DT united/VBN
human/JJ consumption/NN in/IN horses/NNS the/DT
the/DT meat/NN in/IN which/WDT will/MD
we/PRP put/VBP in/IN an/DT effort/NN
budget/NN billions/NNS in/IN dollars/NNS more/JJR
this/DT time/NN in/IN increased/JJ growth/NN
