highest/JJS body/NN of/IN elected/VBN officials/NNS 
this/DT type/NN of/IN legislation/NN would/MD 
s/VBZ version/NN of/IN this/DT legislation/NN 
states/NNS out/IN of/IN state/NN courts/NNS 
practical/JJ effect/NN of/IN the/DT change/NN 
s/VBZ version/NN of/IN classaction/NN litigation/NN 
big/JJ proponent/NN of/IN this/DT type/NN 
this/DT type/NN of/IN legislation/NN so/IN 
as/IN part/NN of/IN a/DT broader/JJR 
this/DT type/NN of/IN legislation/NN would/MD 
that/IN all/DT of/IN the/DT views/NNS 
and/CC all/DT of/IN the/DT subject/JJ 
no/DT part/NN of/IN my/PRP$ compensation/NN 
investor/NN clients/NNS of/IN citigroup/NN global/JJ 
a/DT function/NN of/IN smith/NN barney/NN 
s/VBZ expectation/NN of/IN total/JJ return/NN 
total/JJ return/NN of/IN or/CC more/JJR 
total/JJ return/NN of/IN or/CC more/JJR 
the/DT time/NN of/IN initiation/NN of/IN 
of/IN initiation/NN of/IN coverage/NN a/DT 
fall/VB outside/IN of/IN these/DT ranges/NNS 
ranges/NNS because/IN of/IN price/NN movement/NN 
regular/JJ issuer/NN of/IN traded/VBN financial/JJ 
the/DT shares/NNS of/IN the/DT subject/JJ 
other/JJ obligations/NNS of/IN any/DT insured/JJ 
possible/JJ loss/NN of/IN the/DT principal/JJ 
and/CC completeness/NN of/IN the/DT disclosures/NNS 
disclosures/NNS section/NN of/IN this/DT report/NN 
the/DT judgment/NN of/IN the/DT author/NN 
author/NN as/IN of/IN the/DT date/NN 
the/DT date/NN of/IN the/DT report/NN 
and/CC availability/NN of/IN financial/JJ instruments/NNS 
the/DT securities/NNS of/IN nonus/NN issuers/NNS 
reporting/NN requirements/NNS of/IN the/DT us/PRP 
us/PRP securities/NNS of/IN some/DT foreign/JJ 
than/IN securities/NNS of/IN comparable/JJ us/PRP 
the/DT value/NN of/IN an/DT investment/NN 
managing/VBG conflicts/NNS of/IN interest/NN arising/VBG 
a/DT result/NN of/IN publication/NN or/CC 
or/CC distribution/NN of/IN investment/NN research/NN 
the/DT rights/NNS of/IN many/JJ of/IN 
of/IN many/JJ of/IN the/DT most/RBS 
is/VBZ one/CD of/IN the/DT first/JJ 
the/DT rights/NNS of/IN lowwage/JJ workers/NNS 
them/PRP out/IN of/IN their/PRP$ wages/NNS 
the/DT passage/NN of/IN this/DT bill/NN 
employees/NNS out/IN of/IN their/PRP$ hardearned/JJ 
the/DT basis/NN of/IN disability/NN 
by/IN employees/NNS of/IN a/DT store/NN 
the/DT basis/NN of/IN ancestry/NN place/NN 
ancestry/NN place/NN of/IN birth/NN or/CC 
court/NN instead/RB of/IN state/NN court/NN 
a/DT violation/NN of/IN state/NN law/NN 
for/IN violations/NNS of/IN state/NN law/NN 
on/IN behalf/NN of/IN the/DT corporations/NNS 
the/DT interests/NNS of/IN workers/NNS 
a/DT lot/NN of/IN lofty/JJ rhetoric/NN 
the/DT rights/NNS of/IN states/NNS if/IN 
the/DT laws/NNS of/IN those/DT states/NNS 
leadership/NN conference/NN of/IN civil/JJ rights/NNS 
national/JJ conference/NN of/IN state/NN legislatures/NNS 
like/IN friends/NNS of/IN the/DT earth/NN 
a/DT few/JJ of/IN the/DT groups/NNS 
and/CC none/NN of/IN them/PRP represent/VBP 
the/DT opponents/NNS of/IN this/DT bill/NN 
american/JJ people/NNS of/IN their/PRP$ rights/NNS 
the/DT face/NN of/IN people/NNS who/WP 
the/DT balance/NN of/IN my/PRP$ time/NN 
attorney/NN general/NN of/IN the/DT state/NN 
the/DT state/NN of/IN west/NN virginia/NN 
state/NN of/IN new/JJ york/NN 
york/NN office/NN of/IN the/DT attorney/NN 
on/IN behalf/NN of/IN the/DT attorneys/NNS 
attorneys/NNS general/JJ of/IN california/NN illinois/NNS 
the/DT right/NN of/IN individuals/NNS to/TO 
below/IN many/JJ of/IN these/DT cases/NNS 
the/DT availability/NN of/IN the/DT class/NN 
these/DT times/NNS of/IN tightening/VBG state/NN 
the/DT efforts/NNS of/IN state/NN attorneys/NNS 
prosecute/VB violations/NNS of/IN state/NN consumer/NN 
the/DT award/NN of/IN substantial/JJ attorneys/NNS 
the/DT integrity/NN of/IN the/DT class/NN 
basic/JJ principles/NNS of/IN federalism/NN s/VBZ 
consumer/NN federation/NN of/IN america/NN consumers/NNS 
this/DT transfer/NN of/IN jurisdiction/NN in/IN 
raising/VBG questions/NNS of/IN state/NN law/NN 
primary/JJ role/NN of/IN state/NN courts/NNS 
consistent/JJ interpretations/NNS of/IN those/DT laws/NNS 
substantial/JJ numbers/NNS of/IN injured/JJ citizens/NNS 
the/DT consumers/NNS of/IN the/DT state/NN 
certain/JJ provisions/NNS of/IN s/PRP might/MD 
the/DT ability/NN of/IN the/DT attorneys/NNS 
one/CD means/NNS of/IN protecting/VBG our/PRP$ 
the/DT laws/NNS of/IN different/JJ jurisdictions/NNS 
the/DT laws/NNS of/IN those/DT jurisdictions/NNS 
defeats/VBZ one/CD of/IN the/DT main/JJ 
main/JJ purposes/NNS of/IN class/NN actions/NNS 
the/DT population/NN of/IN some/DT states/NNS 
only/RB residents/NNS of/IN those/DT states/NNS 
on/RP behalf/NN of/IN the/DT residents/NNS 
the/DT residents/NNS of/IN many/JJ smaller/JJR 
full/JJ extent/NN of/IN their/PRP$ constitutional/JJ 
the/DT laws/NNS of/IN more/JJR than/IN 
exempted/VBN proponents/NNS of/IN s/PRP point/NN 
the/DT purchase/NN of/IN other/JJ goods/NNS 
the/DT claims/NNS of/IN lowwage/JJ workers/NNS 
and/CC victims/NNS of/IN discrimination/NN and/CC 
these/DT types/NNS of/IN actions/NNS 
be/VB notified/VBN of/IN proposed/JJ class/NN 
with/IN copies/NNS of/IN the/DT complaint/NN 
reveal/VB evidence/NN of/IN collusion/NN and/CC 
the/DT fairness/NN of/IN the/DT proposed/VBN 
american/JJ system/NN of/IN justice/NN is/VBZ 
a/DT foundation/NN of/IN our/PRP$ democracy/NN 
sweeping/JJ reordering/NN of/IN our/PRP$ nation/NN 
s/VBZ system/NN of/IN justice/NN that/WDT 
the/DT goal/NN of/IN preventing/VBG abusive/JJ 
federal/JJ system/NN of/IN justice/NN and/CC 
the/DT interests/NNS of/IN the/DT public/NN 
the/DT dean/NN of/IN our/PRP$ delegation/NN 
had/VBD kind/NN of/IN quoted/VBN from/IN 
that/IN most/JJS of/IN these/DT classaction/NN 
whole/JJ purpose/NN of/IN this/DT bill/NN 
one/CD of/IN things/NNS they/PRP 
allowing/VBG dozens/NNS of/IN employees/NNS to/TO 
a/DT policy/NN of/IN discrimination/NN 
the/DT law/NN of/IN the/DT state/NN 
for/IN victims/NNS of/IN wage/NN and/CC 
have/VBP payment/NN of/IN wage/NN laws/NNS 
additional/JJ hours/NNS of/IN work/NN 
require/VBP payment/NN of/IN overtime/NN after/IN 
prescribed/JJ number/NN of/IN hours/NNS of/IN 
of/IN hours/NNS of/IN work/NN in/IN 
the/DT basis/NN of/IN disability/NN 
some/DT of/IN these/DT state/NN 
broader/JJR definition/NN of/IN disability/NN and/CC 
greater/JJR range/NN of/IN protection/NN in/IN 
some/DT of/IN these/DT state/NN 
the/DT district/NN of/IN columbia/NN contain/VBP 
comparable/JJ provisions/NNS of/IN the/DT federal/JJ 
the/DT point/NN of/IN the/DT matter/NN 
that/WDT many/JJ of/IN them/PRP have/VBP 
on/IN behalf/NN of/IN the/DT undersigned/VBN 
civil/JJ rights/NNS of/IN ordinary/JJ americans/NNS 
extensive/JJ examination/NN of/IN the/DT merits/NNS 
the/DT merits/NNS of/IN class/NN action/NN 
allowing/VBG dozens/NNS of/IN employees/NNS to/TO 
a/DT policy/NN of/IN discrimination/NN 
the/DT law/NN of/IN the/DT state/NN 
for/IN victims/NNS of/IN wage/NN and/CC 
have/VBP payment/NN of/IN wage/NN laws/NNS 
additional/JJ hours/NNS of/IN work/NN 
require/VBP payment/NN of/IN overtime/NN after/IN 
prescribed/JJ number/NN of/IN hours/NNS are/VBP 
the/DT basis/NN of/IN disability/NN 
some/DT of/IN these/DT states/NNS 
broader/JJR definition/NN of/IN disability/NN and/CC 
greater/JJR range/NN of/IN protection/NN in/IN 
and/CC some/DT of/IN these/DT state/NN 
including/VBG those/DT of/IN california/NN michigan/NN 
the/DT district/NN of/IN columbia/NN contain/VBP 
comparable/JJ provisions/NNS of/IN the/DT federal/JJ 
the/DT basis/NN of/IN ancestry/NN or/CC 
or/CC place/NN of/IN birth/NN or/CC 
this/DT type/NN of/IN information/NN 
has/VBZ hundreds/NNS of/IN employees/NNS in/IN 
and/CC victims/NNS of/IN discrimination/NN 
for/IN violations/NNS of/IN state/NN law/NN 
in/IN light/NN of/IN the/DT lack/NN 
the/DT lack/NN of/IN any/DT compelling/JJ 
the/DT scope/NN of/IN the/DT bill/NN 
the/DT provisions/NNS of/IN s/PRP 
deputy/NN director/NN of/IN the/DT leadership/NN 
american/JJ association/NN of/IN people/NNS with/IN 
american/JJ association/NN of/IN university/NN women/NNS 
american/JJ federation/NN of/IN government/NN employees/NNS 
american/JJ federation/NN of/IN school/NN administrators/NNS 
american/JJ federation/NN of/IN state/NN county/NN 
american/JJ federation/NN of/IN teachers/NNS 
the/DT arc/NN of/IN the/DT united/VBN 
association/NN of/IN flight/NN attendants/NNS 
coalition/NN of/IN black/JJ trade/NN 
communications/NNS workers/NNS of/IN america/NN 
international/JJ association/NN of/IN machinists/NNS and/CC 
international/JJ brotherhood/NN of/IN boilermakers/NNS iron/VBP 
international/JJ brotherhood/NN of/IN electrical/JJ workers/NNS 
international/JJ brotherhood/NN of/IN teamsters/NNS 
international/JJ federation/NN of/IN professional/JJ amp/NN 
international/JJ union/NN of/IN bricklayers/NNS and/CC 
international/JJ union/NN of/IN painters/NNS and/CC 
allied/VBD trades/NNS of/IN the/DT united/VBN 
agricultural/JJ workers/NNS of/IN america/NN 
national/JJ alliance/NN of/IN postal/JJ and/CC 
national/JJ association/NN of/IN protection/NN and/CC 
national/JJ association/NN of/IN social/JJ workers/NNS 
paralyzed/JJ veterans/NNS of/IN america/NN 
workers/NNS union/NN of/IN america/NN 
universalist/JJ association/NN of/IN congregations/NNS 
united/VBD steelworkers/NNS of/IN america/NN 
worker/NN union/NN of/IN america/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
a/DT couple/NN of/IN cases/NNS here/RB 
higgins/NNS xz/NN of/IN tennessee/NN was/VBD 
who/WP died/VBD of/IN a/DT sudden/JJ 
the/DT mother/NN of/IN a/DT yearold/JJ 
early/JJ onset/NN of/IN rheumatoid/JJ arthritis/NN 
she/PRP died/VBD of/IN a/DT sudden/JJ 
superior/JJ court/NN of/IN new/JJ jersey/NN 
dickie/NN irvin/NN of/IN florida/NN who/WP 
and/CC president/NN of/IN the/DT athletic/JJ 
football/NN hall/NN of/IN fame/NN 
moving/VBG crates/NNS of/IN seafood/NN 
in/IN April/NNP of/IN mr/NN irvin/NN 
exact/JJ type/NN of/IN injury/NN that/WDT 
his/PRP$ wife/NN of/IN years/NNS had/VBD 
harmful/JJ effects/NNS of/IN vioxx/NN 
action/NN section/NN of/IN this/DT bill/NN 
their/PRP$ day/NN of/IN reckoning/VBG for/IN 
the/DT balance/NN of/IN my/PRP$ time/NN 
almost/RB kind/NN of/IN laughable/NN that/IN 
on/IN behalf/NN of/IN states/NNS right/NN 
of/IN state/NN legislatures/NNS 
on/IN behalf/NN of/IN the/DT national/JJ 
national/JJ conference/NN of/IN state/NN legislatures/NNS 
oppose/VB passage/NN of/IN s/VBZ the/DT 
fairness/NN act/NN of/IN this/DT legislation/NN 
our/PRP$ system/NN of/IN federalism/NN disrespects/VBZ 
the/DT treatment/NN of/IN class/NN action/NN 
overall/JJ tenor/NN of/IN s/PRP sends/VBZ 
federal/JJ rules/NNS of/IN civil/JJ procedure/NN 
a/DT citizen/NN of/IN a/DT different/JJ 
the/DT effect/NN of/IN s/PRP on/IN 
the/DT areas/NNS of/IN consumer/NN protection/NN 
the/DT citizens/NNS of/IN a/DT particular/JJ 
the/DT impact/NN of/IN s/PRP is/VBZ 
the/DT passage/NN of/IN federal/JJ legislation/NN 
the/DT authority/NN of/IN states/NNS to/TO 
a/DT showing/NN of/IN compelling/JJ national/JJ 
be/VB evidence/NN of/IN harm/NN to/TO 
to/TO interests/NNS of/IN national/JJ scope/NN 
national/JJ conference/NN of/IN statelegislatures/NNS at/IN 
fairness/NN act/NN of/IN this/DT bill/NN 
these/DT kinds/NNS of/IN state/NN environmental/JJ 
costeffective/JJ adjudication/NN of/IN their/PRP$ cases/NNS 
large/JJ numbers/NNS of/IN people/NNS not/RB 
not/RB all/DT of/IN whom/WP may/MD 
or/CC residents/NNS of/IN the/DT same/JJ 
as/IN that/DT of/IN the/DT defendants/NNS 
law/NN doctrines/NNS of/IN negligence/NN nuisance/NN 
best/JJS way/NN of/IN fairly/RB resolving/VBG 
example/NN thousands/NNS of/IN families/NNS around/IN 
suffering/VBG because/IN of/IN widespread/JJ groundwater/NN 
least/JJS percent/NN of/IN the/DT time/NN 
least/JJS percent/NN of/IN the/DT time/NN 
in/IN many/JJ of/IN these/DT cases/NNS 
the/DT dismissal/NN of/IN legitimate/JJ cases/NNS 
less/JJR respectful/JJ of/IN statelaw/NN claims/NNS 
other/JJ examples/NNS of/IN statelaw/NN in/IN 
removal/NN jurisdiction/NN of/IN the/DT federal/JJ 
the/DT case/NN of/IN a/DT serious/JJ 
were/VBD citizens/NNS of/IN the/DT state/NN 
the/DT type/NN of/IN cases/NNS that/WDT 
that/WDT proponents/NNS of/IN s/PRP cite/VBP 
are/VBP unaware/JJ of/IN any/DT examples/NNS 
bill/NN supporters/NNS of/IN environmental/JJ harm/NN 
alleged/VBN abuses/NNS of/IN the/DT state/NN 
more/JJR proof/NN of/IN the/DT overreaching/NN 
the/DT overreaching/NN of/IN this/DT bill/NN 
the/DT position/NN of/IN having/VBG to/TO 
the/DT kind/NN of/IN reckless/JJ corporate/JJ 
the/DT objections/NNS of/IN those/DT they/PRP 
the/DT availability/NN of/IN a/DT federal/JJ 
parties/NNS out/IN of/IN state/NN court/NN 
the/DT whim/NN of/IN those/DT who/WP 
beetham/NN director/NN of/IN legislative/JJ affairs/NNS 
affairs/NNS defenders/NNS of/IN wildlife/NN 
director/NN friends/NNS of/IN the/DT earth/NN 
acting/VBG director/NN of/IN public/JJ policy/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
few/JJ of/IN us/PRP would/MD 
years/NNS millions/NNS of/IN our/PRP$ constituents/NNS 
swindled/VBN out/IN of/IN their/PRP$ retirement/NN 
the/DT top/NN of/IN their/PRP$ clients/NNS 
s/VBZ view/NN of/IN how/WRB this/DT 
states/NNS out/IN of/IN state/NN courts/NNS 
practical/JJ effect/NN of/IN the/DT change/NN 
the/DT number/NN of/IN cases/NNS i/FW 
the/DT proponents/NNS of/IN this/DT bill/NN 
all/DT of/IN us/PRP are/VBP 
are/VBP one/CD of/IN the/DT most/RBS 
an/DT abuse/NN of/IN the/DT judicial/JJ 
upon/IN enforcement/NN of/IN civil/JJ rights/NNS 
member/NN recovery/NN of/IN at/IN least/JJS 
the/DT bank/NN of/IN boston/NN case/NN 
were/VBD members/NNS of/IN a/DT plaintiff/NN 
taken/VBN out/IN of/IN the/DT mortgage/NN 
a/DT member/NN of/IN the/DT plaintiff/NN 
the/DT mountains/NNS of/IN evidence/NN that/WDT 
through/IN all/DT of/IN the/DT evidence/NN 
large/JJ sums/NNS of/IN money/NN 
in/IN support/NN of/IN the/DT conyersnadlerjacksonlee/NN 
mentioned/VBN some/DT of/IN these/DT instances/NNS 
attorney/NN general/NN of/IN new/JJ york/NN 
the/DT provision/NN of/IN this/DT bill/NN 
a/DT couple/NN of/IN times/NNS to/TO 
the/DT ability/NN of/IN corporations/NNS settling/VBG 
a/DT condition/NN of/IN the/DT settlement/NN 
in/IN knowing/VBG of/IN the/DT threat/NN 
the/DT sealing/VBG of/IN the/DT information/NN 
to/TO learn/VB of/IN threats/NNS to/TO 
for/IN victims/NNS of/IN large/JJ and/CC 
the/DT expense/NN of/IN consumers/NNS 
judicial/JJ conference/NN of/IN the/DT united/VBN 
real/JJ intent/NN of/IN this/DT bill/NN 
the/DT types/NNS of/IN injuries/NNS caused/VBN 
the/DT top/NN of/IN the/DT republican/JJ 
another/DT example/NN of/IN republicans/NNS being/VBG 
the/DT handmaidens/NNS of/IN the/DT pharmaceutical/JJ 
the/DT principles/NNS of/IN federalism/NN that/IN 
other/JJ side/NN of/IN the/DT aisle/NN 
throws/VBZ thousands/NNS of/IN state/NN cases/NNS 
the/DT enforcement/NN of/IN the/DT state/NN 
certain/JJ kinds/NNS of/IN cases/NNS must/MD 
the/DT recommendation/NN of/IN the/DT federal/JJ 
judicial/JJ conference/NN of/IN the/DT united/VBN 
generated/VBD sales/NNS of/IN billion/CD for/IN 
literally/RB thousands/NNS of/IN american/JJ families/NNS 
merck/NN knew/VBD of/IN the/DT danger/NN 
a/DT jury/NN of/IN their/PRP$ peers/NNS 
act/NN worthy/JJ of/IN the/DT name/NN 
the/DT sponsors/NNS of/IN this/DT bill/NN 
the/DT victims/NNS of/IN corporate/JJ wrongdoing/NN 
the/DT laws/NNS of/IN their/PRP$ home/NN 
the/DT victims/NNS of/IN discrimination/NN to/TO 
the/DT backs/NNS of/IN hourly/JJ wage/NN 
high/JJ cost/NN of/IN multistate/NN litigation/NN 
the/DT proponents/NNS of/IN this/DT bill/NN 
their/PRP$ idea/NN of/IN fairness/NN 
mythical/JJ scourge/NN of/IN predatory/JJ plaintiffs/NNS 
economic/JJ drain/NN of/IN excessive/JJ jury/NN 
are/VBP guilty/JJ of/IN wrongdoing/NN from/IN 
some/DT members/NNS of/IN my/PRP$ profession/NN 
the/DT sponsors/NNS of/IN this/DT bill/NN 
the/DT door/NN of/IN a/DT hospital/NN 
people/NNS out/IN of/IN the/DT system/NN 
the/DT victims/NNS of/IN wrongdoing/NN without/IN 
the/DT consequences/NNS of/IN their/PRP$ action/NN 
urge/VB all/DT of/IN my/PRP$ colleagues/NNS 
a/DT lot/NN of/IN situations/NNS where/WRB 
small/JJ amounts/NNS of/IN money/NN 
one/CD out/IN of/IN a/DT few/JJ 
a/DT lot/NN of/IN these/DT coupon/NN 
but/CC some/DT of/IN these/DT coupon/NN 
some/DT of/IN the/DT states/NNS 
some/DT kind/NN of/IN choice/NN 
a/DT backlog/NN of/IN federal/JJ cases/NNS 
in/IN support/NN of/IN the/DT substitute/NN 
one/CD of/IN the/DT problems/NNS 
debate/VB all/DT of/IN the/DT different/JJ 
removes/VBZ many/JJ of/IN those/DT hurdles/NNS 
out/RP many/JJ of/IN the/DT different/JJ 
a/DT lot/NN of/IN different/JJ litigants/NNS 
on/IN behalf/NN of/IN not/RB only/RB 
only/RB members/NNS of/IN their/PRP$ state/NN 
a/DT lot/NN of/IN other/JJ people/NNS 
not/RB all/DT of/IN the/DT problems/NNS 
of/IN attorneys/NNS general/JJ 
limited/JJ aspect/NN of/IN pending/VBG senate/NN 
for/IN support/NN of/IN senator/NN mark/NN 
on/IN behalf/NN of/IN his/PRP$ or/CC 
the/DT consumers/NNS of/IN the/DT state/NN 
certain/JJ provisions/NNS of/IN s/PRP might/MD 
the/DT ability/NN of/IN the/DT attorneys/NNS 
one/CD means/VBZ of/IN protecting/VBG our/PRP$ 
the/DT rights/NNS of/IN our/PRP$ consumers/NNS 
on/IN behalf/NN of/IN consumers/NNS against/IN 
the/DT costs/NNS of/IN certain/JJ prescription/NN 
in/IN recoveries/NNS of/IN approximately/RB million/CD 
the/DT majority/NN of/IN which/WDT is/VBZ 
individual/JJ consumers/NNS of/IN the/DT overcharges/NNS 
a/DT result/NN of/IN the/DT illegal/JJ 
illegal/JJ activities/NNS of/IN the/DT defendants/NNS 
the/DT pockets/NNS of/IN those/DT consumers/NNS 
the/DT provisions/NNS of/IN s/PRP or/CC 
to/TO all/DT of/IN our/PRP$ constituents/NNS 
the/DT provisions/NNS of/IN the/DT act/NN 
overall/JJ purposes/NNS of/IN the/DT legislation/NN 
existing/VBG authority/NN of/IN our/PRP$ respective/JJ 
your/PRP$ consideration/NN of/IN this/DT very/RB 
contact/NN any/DT of/IN us/PRP if/IN 
general/JJ district/NN of/IN columbia/NN 
to/TO consideration/NN of/IN interstate/JJ class/NN 
strong/JJ support/NN of/IN s/VBZ the/DT 
fairness/NN act/NN of/IN 
the/DT culmination/NN of/IN nearly/RB a/DT 
a/DT decade/NN of/IN legislative/JJ efforts/NNS 
systematic/JJ abuse/NN of/IN our/PRP$ nation/NN 
the/DT cusp/NN of/IN sending/VBG landmark/NN 
in/IN each/DT of/IN the/DT last/JJ 
overwhelming/JJ majority/NN of/IN votes/NNS 
the/DT magnitude/NN of/IN the/DT class/NN 
the/DT integrity/NN of/IN our/PRP$ civil/JJ 
major/JJ element/NN of/IN the/DT worsening/VBG 
a/DT handful/NN of/IN magnet/NN or/CC 
jurisdictions/NNS many/JJ of/IN which/WDT deal/NN 
infamous/JJ handful/NN of/IN magnet/NN courts/NNS 
major/JJ feature/NN of/IN the/DT present/JJ 
the/DT rights/NNS of/IN class/NN members/NNS 
large/JJ number/NN of/IN similar/JJ claims/NNS 
small/JJ number/NN of/IN trial/NN lawyers/NNS 
the/DT hopes/NNS of/IN a/DT rubberstamped/JJ 
the/DT cost/NN of/IN these/DT settlements/NNS 
consumer/NN bill/NN of/IN rights/NNS that/WDT 
the/DT halls/NNS of/IN infamous/JJ courthouses/NNS 
after/IN years/NNS of/IN toil/VBP the/DT 
fairness/NN act/NN of/IN 
the/DT balance/NN of/IN my/PRP$ time/NN 
the/DT breadth/NN of/IN the/DT bipartisan/JJ 
bipartisan/JJ support/NN of/IN this/DT legislation/NN 
the/DT intent/NN of/IN the/DT managers/NNS 
the/DT managers/NNS of/IN the/DT bill/NN 
brief/JJ summary/NN of/IN the/DT provisions/NNS 
sections/NNS and/CC of/IN s/PRP the/DT 
fairness/NN act/NN of/IN 
the/DT burden/NN of/IN demonstrating/VBG that/IN 
in/IN favor/NN of/IN exercising/VBG jurisdiction/NN 
the/DT value/NN of/IN the/DT matter/NN 
the/DT viewpoint/NN of/IN the/DT plaintiff/NN 
and/CC regardless/RB of/IN the/DT type/NN 
the/DT type/NN of/IN relief/NN sought/VBD 
the/DT value/NN of/IN all/DT relief/NN 
or/CC more/JJR of/IN the/DT members/NNS 
the/DT members/NNS of/IN the/DT plaintiff/NN 
are/VBP citizens/NNS of/IN the/DT state/NN 
than/IN twothirds/NNS of/IN the/DT members/NNS 
the/DT members/NNS of/IN the/DT plaintiff/NN 
or/CC more/JJR of/IN the/DT primary/JJ 
not/RB citizens/NNS of/IN the/DT forum/NN 
middle/JJ category/NN of/IN class/NN actions/NNS 
than/IN twothirds/NNS of/IN the/DT members/NNS 
the/DT members/NNS of/IN the/DT plaintiff/NN 
asserted/VBD are/VBP of/IN significant/JJ national/JJ 
presents/VBZ issues/NNS of/IN national/JJ or/CC 
in/IN favor/NN of/IN the/DT matter/NN 
than/IN those/DT of/IN the/DT forum/NN 
to/TO aspects/NNS of/IN the/DT class/NN 
a/DT record/NN of/IN being/VBG more/JJR 
more/JJR respectful/JJ of/IN the/DT laws/NNS 
the/DT laws/NNS of/IN the/DT various/JJ 
the/DT purpose/NN of/IN this/DT inquiry/NN 
encompasses/VBZ all/DT of/IN the/DT people/NNS 
the/DT exercise/NN of/IN the/DT fifth/JJ 
the/DT number/NN of/IN citizens/NNS of/IN 
of/IN citizens/NNS of/IN the/DT forum/NN 
